id_batiment,nb_maisons,infra_id,infra_type,longueur,nb_maisons_total,difficulty,difficulty_total
E000067,1,P007624,a_remplacer,4.10990474598487,1,4.10990474598487,27.09949424694047
E000188,1,P007764,a_remplacer,4.11611330130554,1,4.11611330130554,23.90263946116709
E000267,1,P003569,a_remplacer,8.31138115880164,2,4.15569057940082,17.995294196231296
E000198,1,P007695,a_remplacer,4.38499382431335,1,4.38499382431335,18.21522701497465
E000127,1,P005117,a_remplacer,13.2627025810985,3,4.420900860366166,15.742128418272896
E000316,1,P005726,a_remplacer,13.6049409361135,3,4.534980312037834,15.955275491744795
E000128,1,P007679,a_remplacer,4.5706986139249,1,4.5706986139249,24.035261930941502
E000197,1,P000748,a_remplacer,4.62412685627937,1,4.62412685627937,11.615696476401258
E000146,1,P007802,a_remplacer,4.65316558492902,1,4.65316558492902,10.756336985060534
E000144,1,P007737,a_remplacer,4.66009795790718,1,4.66009795790718,22.61295228136448
E000303,1,P007567,a_remplacer,4.70550586894857,1,4.70550586894857,16.45833628846377
E000260,1,P007702,a_remplacer,4.73832300241692,1,4.73832300241692,9.97399136862639
E000302,1,P007631,a_remplacer,4.7919164305287,1,4.7919164305287,6.428007231705491
E000267,1,P006457,a_remplacer,9.77631599620947,2,4.888157998104735,17.995294196231296
E000363,1,P000627,a_remplacer,4.90868168597643,1,4.90868168597643,9.60420123769071
E000364,1,P007518,a_remplacer,4.91814131725302,1,4.91814131725302,4.91814131725302
E000108,1,P007476,a_remplacer,4.92849119929359,1,4.92849119929359,19.99327978876924
E000161,1,P000604,a_remplacer,4.98282106064181,1,4.98282106064181,14.614254076234484
E000376,1,P004209,a_remplacer,9.97549376892212,2,4.98774688446106,22.52058254109717
E000229,1,P008011,a_remplacer,10.0806400820172,2,5.0403200410086,9.10675321077454
E000275,1,P000717,a_remplacer,5.06471817304192,1,5.06471817304192,9.681149963673342
E000145,1,P007638,a_remplacer,5.10207355361142,1,5.10207355361142,18.21580380918952
E000107,1,P007689,a_remplacer,5.1037127857757,1,5.1037127857757,11.11202016137346
E000317,1,P000635,a_remplacer,5.16644492273189,1,5.16644492273189,8.24808429920289
E000327,1,P000633,a_remplacer,5.1921602413572,1,5.1921602413572,10.093984830132046
E000260,1,P000740,a_remplacer,5.23566836620947,1,5.23566836620947,9.97399136862639
E000358,1,P000629,a_remplacer,5.31366434867898,1,5.31366434867898,8.64997346245692
E000178,1,P000750,a_remplacer,5.4200839327337,1,5.4200839327337,11.74149502379065
E000127,1,P000873,a_remplacer,5.46510947034025,1,5.46510947034025,15.742128418272896
E000109,1,P007572,a_remplacer,5.62700791605979,1,5.62700791605979,8.129951455258055
E000129,1,P007485,a_remplacer,5.64944506755882,1,5.64944506755882,47.763867373244224
E000146,1,P000644,a_remplacer,5.79686473036686,1,5.79686473036686,10.756336985060534
E000380,1,P004185,a_remplacer,5.82173712682777,1,5.82173712682777,18.542957847311442
E000379,1,P004251,a_remplacer,5.83511135139461,1,5.83511135139461,19.85674406237927
E000127,1,P007790,a_remplacer,5.85611808756648,1,5.85611808756648,15.742128418272896
E000128,1,P005317,a_remplacer,11.95171127553,2,5.975855637765,24.035261930941502
E000370,1,P000621,a_remplacer,6.05514938826793,1,6.05514938826793,11.59652138182298
E000098,1,P007639,a_remplacer,6.13280316452202,1,6.13280316452202,20.982112759848818
E000085,1,P007990,a_remplacer,18.7028610321555,3,6.2342870107185,9.07963855545213
E000145,1,P008002,a_remplacer,12.5346743139761,2,6.26733715698805,18.21580380918952
E000301,1,P007597,a_remplacer,6.31480197224767,1,6.31480197224767,9.88519399058816
E000178,1,P007727,a_remplacer,6.32141109105695,1,6.32141109105695,11.74149502379065
E000185,1,P007565,a_remplacer,6.4644213871373,1,6.4644213871373,26.28250944368038
E000325,1,P003934,a_remplacer,6.60463481490573,1,6.60463481490573,31.053595676182148
E000177,1,P007566,a_remplacer,6.60727277655205,1,6.60727277655205,42.2227562653958
E000274,1,P007539,a_remplacer,6.64993672554073,1,6.64993672554073,21.160613810546728
E000197,1,P007763,a_remplacer,6.65725214040895,1,6.65725214040895,11.615696476401258
E000160,1,P007641,a_remplacer,6.69156313094176,1,6.69156313094176,16.3738286275744
E000381,1,P004234,a_remplacer,13.4849030344439,2,6.74245151722195,24.04957004828988
E000145,1,P008007,a_remplacer,6.84639309859005,1,6.84639309859005,18.21580380918952
E000226,1,P007458,a_remplacer,6.8843047480427,1,6.8843047480427,9.665908602892715
E000185,1,P002717,a_remplacer,6.93113318288768,1,6.93113318288768,26.28250944368038
E000188,1,P002445,a_remplacer,6.96033389014315,1,6.96033389014315,23.90263946116709
E000367,1,P007564,a_remplacer,7.13168893719009,1,7.13168893719009,7.755010587645089
E000252,1,P005820,a_remplacer,14.5718479009645,2,7.28592395048225,34.69359346255386
E000381,1,P008036,a_remplacer,7.44176035956022,1,7.44176035956022,24.04957004828988
E000378,1,P007497,a_remplacer,7.52768320033647,1,7.52768320033647,7.52768320033647
E000371,1,P007616,a_remplacer,7.57918244268621,1,7.57918244268621,26.87053971444598
E000227,1,P007686,a_remplacer,7.59049553958964,1,7.59049553958964,7.59049553958964
E000193,1,P007607,a_remplacer,7.64056605573305,1,7.64056605573305,19.65877046948145
E000368,1,P007609,a_remplacer,7.79612855602243,1,7.79612855602243,10.519256779390025
E000112,1,P007448,a_remplacer,7.9742290455672,1,7.9742290455672,20.8850694074126
E000174,1,P007785,a_remplacer,8.13675729756796,1,8.13675729756796,34.42027493043603
E000369,1,P007507,a_remplacer,8.2451799365212,1,8.2451799365212,14.070397644244384
E000325,1,P007552,a_remplacer,8.33224937288682,1,8.33224937288682,31.053595676182148
E000176,1,P008009,a_remplacer,25.2059107325926,3,8.401970244197534,30.432421231705135
E000161,1,P007580,a_remplacer,8.43108274854405,1,8.43108274854405,14.614254076234484
E000222,1,P007627,a_remplacer,8.53830202306228,1,8.53830202306228,8.53830202306228
E000110,1,P007554,a_remplacer,8.72690474251765,1,8.72690474251765,45.79053875732595
E000372,1,P007610,a_remplacer,8.8689078508038,1,8.8689078508038,12.887763836853317
E000267,1,P007777,a_remplacer,8.95144561872574,1,8.95144561872574,17.995294196231296
E000375,1,P007768,a_remplacer,9.32956330061528,1,9.32956330061528,9.32956330061528
E000252,1,P007698,a_remplacer,9.47252997174691,1,9.47252997174691,34.69359346255386
E000266,1,P007692,a_remplacer,9.64962873769354,1,9.64962873769354,9.64962873769354
E000160,1,P000600,a_remplacer,9.68226549663264,1,9.68226549663264,16.3738286275744
E000380,1,P007463,a_remplacer,9.79128091421177,1,9.79128091421177,18.542957847311442
E000381,1,P007459,a_remplacer,9.86535817150771,1,9.86535817150771,24.04957004828988
E000365,1,P007780,a_remplacer,9.91136244085116,1,9.91136244085116,11.131243816089716
E000316,1,P007996,a_remplacer,9.96720012610787,1,9.96720012610787,15.955275491744795
E000175,1,P007595,a_remplacer,10.0082136912815,1,10.0082136912815,30.716827882426074
E000374,1,P008034,a_remplacer,10.0099030897997,1,10.0099030897997,22.603763340240597
E000326,1,P008030,a_remplacer,10.1313417193291,1,10.1313417193291,28.13618156993365
E000377,1,P007703,a_remplacer,10.1403162890544,1,10.1403162890544,14.991888148789673
E000373,1,P007514,a_remplacer,10.3279655802057,1,10.3279655802057,10.3279655802057
E000315,1,P007995,a_remplacer,20.6914541519515,2,10.34572707597575,17.190819202521105
E000257,1,P007992,a_remplacer,10.3986057299725,1,10.3986057299725,28.287699669685537
E000184,1,P007593,a_remplacer,10.402928114011,1,10.402928114011,48.74226852965489
E000111,1,P007985,a_remplacer,10.4897301634131,1,10.4897301634131,25.74856091413169
E000176,1,P007562,a_remplacer,10.7507961303452,1,10.7507961303452,30.432421231705135
E000360,1,P007528,a_remplacer,10.759672538483,1,10.759672538483,12.810166646641871
E000067,1,P002851,a_remplacer,10.8032015604234,1,10.8032015604234,27.09949424694047
E000366,1,P003903,a_remplacer,10.912493042733,1,10.912493042733,26.55706574534917
E000379,1,P007766,a_remplacer,10.9647553869973,1,10.9647553869973,19.85674406237927
E000374,1,P007534,a_remplacer,11.0908638527212,1,11.0908638527212,22.603763340240597
E000322,1,P007602,a_remplacer,11.2388526888587,1,11.2388526888587,14.364153179095899
E000176,1,P008023,a_remplacer,11.2796548571624,1,11.2796548571624,30.432421231705135
E000174,1,P008008,a_remplacer,34.1154172411379,3,11.371805747045967,34.42027493043603
E000359,1,P007637,a_remplacer,11.4459140938685,1,11.4459140938685,16.74636438264999
E000303,1,P008020,a_remplacer,11.7528304195152,1,11.7528304195152,16.45833628846377
E000346,1,P007699,a_remplacer,11.7815303649109,1,11.7815303649109,11.7815303649109
E000326,1,P007715,a_remplacer,11.9577038177932,1,11.9577038177932,28.13618156993365
E000193,1,P008026,a_remplacer,12.0182044137484,1,12.0182044137484,19.65877046948145
E000067,1,P006193,a_remplacer,12.1863879405322,1,12.1863879405322,27.09949424694047
E000003,1,P007113,a_remplacer,12.1935087083631,1,12.1935087083631,54.541389487204796
E000003,1,P007823,a_remplacer,12.290282829583,1,12.290282829583,54.541389487204796
E000361,1,P007529,a_remplacer,12.4769836838268,1,12.4769836838268,12.4769836838268
E000183,1,P007530,a_remplacer,12.7359304342272,1,12.7359304342272,33.191719867991196
E000188,1,P005915,a_remplacer,12.8261922697184,1,12.8261922697184,23.90263946116709
E000185,1,P006106,a_remplacer,12.8869548736554,1,12.8869548736554,26.28250944368038
E000366,1,P007478,a_remplacer,12.9024250386495,1,12.9024250386495,26.55706574534917
E000112,1,P005664,a_remplacer,12.9108403618454,1,12.9108403618454,20.8850694074126
E000128,1,P001156,a_remplacer,13.4887076792516,1,13.4887076792516,24.035261930941502
E000198,1,P008014,a_remplacer,13.8302331906613,1,13.8302331906613,18.21522701497465
E000111,1,P005770,a_remplacer,13.8935987811649,1,13.8935987811649,25.74856091413169
E000257,1,P005193,a_remplacer,14.491126102841,1,14.491126102841,28.287699669685537
E000274,1,P005781,a_remplacer,14.510677085006,1,14.510677085006,21.160613810546728
E000376,1,P007506,a_remplacer,14.6582864643116,1,14.6582864643116,22.52058254109717
E000268,1,P007696,a_remplacer,14.6793721892947,1,14.6793721892947,14.6793721892947
E000293,1,P007713,a_remplacer,14.7479475229988,1,14.7479475229988,16.231862660649398
E000371,1,P008018,a_remplacer,14.7483787687636,1,14.7483787687636,26.87053971444598
E000098,1,P005531,a_remplacer,14.8493095953268,1,14.8493095953268,20.982112759848818
E000174,1,P008021,a_remplacer,14.9117118858221,1,14.9117118858221,34.42027493043603
E000108,1,P007997,a_remplacer,30.1295771789513,2,15.06478858947565,19.99327978876924
E000325,1,P008029,a_remplacer,32.2334229767792,2,16.1167114883896,31.053595676182148
E000177,1,P008015,a_remplacer,34.6108377868067,2,17.30541889340335,42.2227562653958
E000175,1,P008022,a_remplacer,34.8372572653182,2,17.4186286326591,30.716827882426074
E000252,1,P007988,a_remplacer,17.9351395403247,1,17.9351395403247,34.69359346255386
E000144,1,P008006,a_remplacer,17.9528543234573,1,17.9528543234573,22.61295228136448
E000177,1,P008024,a_remplacer,18.3100645954404,1,18.3100645954404,42.2227562653958
E000183,1,P008027,a_remplacer,20.455789433764,1,20.455789433764,33.191719867991196
E000003,1,P007984,a_remplacer,30.0575979492587,1,30.0575979492587,54.541389487204796
E000184,1,P008028,a_remplacer,36.9797725156077,1,36.9797725156077,48.74226852965489
E000110,1,P007998,a_remplacer,37.0636340148083,1,37.0636340148083,45.79053875732595
E000129,1,P007999,a_remplacer,42.1144223056854,1,42.1144223056854,47.763867373244224
